text,label
"<sent-1> article 474
(1) a third party may also perform an obligation.
(2) a third party that has no legitimate interest in performing an obligation may not perform the obligation against the will of the obligor;provided, however, that this does not apply if the obligee did not know that the performance is against the will of the obligor.
(3) the third party prescribed in the preceding paragraph may not perform the obligation against the will of the obligee;provided, however, that this does not apply if the third party performs the obligation as requested by the obligor, and the obligee knew this.
(4) the provisions of the preceding three paragraphs do not apply if the nature of an obligation does not permit the performance by a third party or if a party manifests the intention to prohibit or restrict the performance by a third party.<sent-1> <sent-2> third person mortgagor who secures the monetary debts which the obligor(a) contract with the obligee(b) may not perform the obligation against the will of the obligor(a).<sent-2>",0
"<sent-1> article 514
(1) a novation by substitution of obligor may be effected by a contract concluded between the obligee and a person that becomes the obligor after the novation. in such a case, the novation becomes effective when the obligee notifies the obligor prior to the novation of the conclusion of the contract.
(2) the obligor after the novation by substitution of obligor does not acquire a right to reimbursement from the obligor prior to the novation.<sent-1> <sent-2> the obligee(b) and a third party(c) may not replace the obligor(a) who contracts monetary debts with the obligee(b) to the third party(c) for by novation against the will of the obligor(a).<sent-2>",1
"<sent-1> article 482
if a person that has right to perform an obligation (hereinafter referred to as a ""performer"") concludes a contract with the obligee to the effect that the person is to have the obligation extinguished by making, in lieu of the payment or delivery to be performed by the obligor, another type of payment or delivery, and the performer makes that other type of payment or delivery, the payment or delivery thus made has the same effect as that of the performance of the obligation.<sent-1> <sent-2> the obligee(b) may not perform the obligation which he/she contracts with a third party by assigning the claim which the obligor(a) contracts with the obligee(b) to the third party as a substitute against the will of the obligor(a).<sent-2>",0
"<sent-1> article 484
(1) unless a particular intention is manifested with respect to the place where the performance should take place, the delivery of a specific thing must be effected at the place where that thing was located when the relevant claim accrued, and the discharge of any other obligation must be effected at the current domicile of the obligee.
(2) if the trading hours are specified by laws and regulations or customs, performance may be made or demanded only within the trading hours.<sent-1> <sent-2> in cases where the credit of sale value is assigned to the assignee with the requirements for assertion of the assignment, the tender of the performance by the obligor shall be sufficient if it is exercised at the place the assignor lives at the time.<sent-2>",0
"<sent-1> article 484
(1) unless a particular intention is manifested with respect to the place where the performance should take place, the delivery of a specific thing must be effected at the place where that thing was located when the relevant claim accrued, and the discharge of any other obligation must be effected at the current domicile of the obligee.
(2) if the trading hours are specified by laws and regulations or customs, performance may be made or demanded only within the trading hours.
article 493
the tender of the performance must be made actually consistent with the main purport of the obligation;provided, however, that if the obligee refuses to accept that performance in advance or if any act is required on the part of the obligee with respect to the performance of the obligation, it is sufficient for the obligor to request the acceptance thereof by giving a notice that the tender of the performance has been prepared.<sent-1> <sent-2> in cases where the seller of the specified things retains them at the place where he/she lives since he/she entered into the contract for sale, the tender of the performance shall be sufficient if the seller demands that the buyer accepts the subject matters by giving a notice that the delivery has been prepared.<sent-2>",1
"<sent-1> article 513
if the parties conclude a contract which gives rise to a new obligation that falls under any of the following as a replacement of the previous obligation, the previous obligation is extinguished by novation:
(i) an obligation that makes a material change to the content of the performance of the previous obligation;
(ii) an obligation for which the previous obligor is substituted by a third party; or
(iii) an obligation for which the previous obligee is substituted by a third party.<sent-1> <sent-2> that a third party assumes a monetary debt jointly and severally with a debtor after the debtor has entered into the loans for consumption is a novation.<sent-2>",0
"<sent-1> article 515
(1) a novation by substitution of obligee may be effected by a contract concluded among the obligee prior to the novation, a person that becomes the obligee after the novation, and the obligor.
(2) a novation by substitution of obligee may not be duly asserted against a third party unless it is made using an instrument bearing a certified date.<sent-1> <sent-2> a novation by substitution of obligee may not be asserted against a third party unless it is made using an instrument bearing a fixed date.<sent-2>",1
"<sent-1> article 520
if a claim and obligation becomes vested in the same person, such claim is extinguished;provided, however, that this does not apply if such a claim is the subject matter of the right of a third party.<sent-1> <sent-2> in cases where a mortgage is created to secure an guarantee obligation, the guarantee obligation is not extinguished  when a guarantor assumes the position of the principal obligor at the time the death of the principal obligor.<sent-2>",1
"<sent-1> article 518
(1) to the extent of the amount of the obligation prior to the novation, the obligee (in the case of a novation by substitution of obligee, the obligee prior to the novation) may transfer the pledge or mortgage created as the security of that obligation to the obligation in effect after the novation;provided, however, that if any third party created that security, the consent of the third party must be obtained.
(2) the transfer of the pledge or mortgage referred to in the preceding paragraph must be effected by manifesting the intention to the other party to the novation (in the case of a novation by substitution of obligee, the obligor) in advance or upon the transfer.<sent-1> <sent-2> to the extent of the purpose of the obligation in effect prior to the novation, the parties to the novation may convert the mortgage created as the security of such obligation by a third party to the obligation in effect after the novation without consent of the third party.<sent-2>",0
"<sent-1> article 520
if a claim and obligation becomes vested in the same person, such claim is extinguished;provided, however, that this does not apply if such a claim is the subject matter of the right of a third party.<sent-1> <sent-2> in cases where the lessee(b) continually possesses the building x which is the subject matter of the lease after transfering it from the lessor(a), if a person(c) acquires it from the lessor(a) and subsequently registers the transfer of ownership from the lessor(a) to (c), the lessee(b) may not assert the acquirement of the ownership of the building x against (c). in such case, the lessee(b) may asserts the right of the lease of the building x against (c).<sent-2>",1
"<sent-1> article 648
(1) in the absence of any special agreements, the mandatary may not claim remuneration from the mandator.
(2) if a mandatary is to receive remuneration, the mandatary may not claim this until after having performed the mandated business;provided, however, that if the remuneration is specified with reference to period, the provisions of article 624, paragraph (2) apply mutatis mutandis.
(3) in the following cases, the mandatary may demand remuneration in proportion to the performance already completed:
(i) if the mandatary is no longer able to perform the mandated business due to any grounds not attributable to the mandator; or
(ii) if the mandate is terminated during the course of performance.<sent-1> <sent-2> in case a mandate made for a consideration, a mandator's obligation of payment for remuneration and the mandatary's obligation to administer the mandated business shall have the relationship of simutaneous performances.<sent-2>",0
"<sent-1> article 533
a party to a bilateral contract may refuse to perform that party's own obligation until the other party tenders the performance of that other party's obligation (including the performance of an obligation to compensate for loss or damage in lieu of the performance of an obligation);provided, however, that this does not apply if the obligation of the other party is not yet due.
article 546
the provisions of article 533
apply mutatis mutandis to the preceding article.<sent-1> <sent-2> in a buyer has cancelled the seles contract of the building which is not registered yet because of a latent defect of it, the seller'obligation of reimbursement and the buyer's obligation to return the building have the relationship of simutaneous performances.<sent-2>",1
"<sent-1> article 533
a party to a bilateral contract may refuse to perform that party's own obligation until the other party tenders the performance of that other party's obligation (including the performance of an obligation to compensate for loss or damage in lieu of the performance of an obligation);provided, however, that this does not apply if the obligation of the other party is not yet due.<sent-1> <sent-2> in cases where a minor has rescinded a movable sale contract without the consent of his/her statutory agent, the seller'obligation of reimbursement and the buyer's obligation to return the subject matter of the sele have the relationship of simutaneous performances.<sent-2>",1
"<sent-1> article 587
a loan for consumption becomes effective when a first party receives money or any other thing from a second party, having promised to return a thing of the same type, quality, and quantity.
article 588
if any person has an obligation to pay money or deliver other thing under any arrangement, and the parties agree to regard such thing as the subject matter of a loan for consumption, it is deemed that this establishes a loan for consumption.<sent-1> <sent-2> a quasi-loan has no effect if the the borrower do not deliver the subject matter of the quasi-loan to the lender.<sent-2>",0
"<sent-1> article 593
a loan for use becomes effective if one of the parties promises to deliver a certain thing, and the other party promises to return the thing when the contract is terminated after the other party gratuitously uses and makes profit of the borrowed thing.<sent-1> <sent-2> no contract of loan for use shall be effective unless it is made in writing.<sent-2>",0
"<sent-1> article 657
a bailment becomes effective if one of the parties asks the other party to keep a certain thing in custody, and the other party gives consent to keeping it in custody.
article 659
a gratuitous bailee bears a duty to keep the bailed thing while exercising the same level of care that the bailee would exercise for their own property.<sent-1> <sent-2> no contract of deposit shall be effective unless the depositor promises the depositary to pay remuneration.<sent-2>",0
"<sent-1> article 669
if monies are the subject of contribution and a partner fails to make the contribution, that partner must pay interest on the same and otherwise compensate for loss or damage.<sent-1> <sent-2> the subject of the contribution may not be money only.<sent-2>",1
"<sent-1> article 536
(1) if the performance of an obligation becomes impossible due to grounds not attributable to either party, the obligee may refuse to perform counter-performance.
(2) if the performance of an obligation becomes impossible due to grounds attributable to the obligee, the obligee may not refuse to complete counter-performance. in such a case, if the obligor benefits from being released from that obligation, the obligor must reimburse the obligee for the benefit.<sent-1> <sent-2> (a) and (b) agreed that (a) sell the used bicycle which (a) owned (hereinafter referred to as p) to (b) on april 1 with the provision for the delivery on april 10 and the payment on april 20. (p) was lost due to reasons attributable to (b) on april 8. in such case, (b) may not refuse the payment when (a) claims the payment from (b) on april 20.<sent-2>",1
"<sent-1> article 541
if one of the parties does not perform that party's obligation, and the other party demands performance of that obligation, specifying a reasonable period of time, but no performance is completed during that period, the other party may cancel the contract;provided, however, that this does not apply if the non-performance of the obligations upon the passage of the period is minor in light of the contract and the common sense in the transaction.
article 564
the provisions of the preceding two articles do not preclude the buyer from claiming compensation for loss or damage pursuant to the provisions of article 415
or exercising the right to cancel pursuant to the provisions of articles 541 and 542.<sent-1> <sent-2> (a) and (b) agreed that (a) sell the used bicycle which (a) owned (hereinafter referred to as p) to (b) on april 1 with the provision for the delivery on april 10 and the payment on april 20. (p) has a latent defect which is created before the sale, but (a) delivered (p) to (b) on april 10. in such case, (b) may cancel the sale, if (b) cannot achieve his/her purpose of the sale on account of the defect.<sent-2>",1
"<sent-1> article 545
(1) if one of the parties exercises the right to cancel, each party assumes an obligation to restore the other party to that other party's original state;provided, however, that this may not prejudice the rights of a third party.
(2) in the case referred to in the main clause of the preceding paragraph, if any monies are to be refunded, interest must accrue from the time of the receipt of those monies.
(3) in the case referred to in the main clause of paragraph (1), if a thing other than money is to be returned, fruits that have accrued on or after the time of the receipt of the thing must also be returned.
(4) the exercise of the right to cancel does not preclude claims for compensation for loss or damage.<sent-1> <sent-2> (a) and (b) agreed that (a) sell the used bicycle which (a) owned (hereinafter referred to as p) to (b) on april 1 with the provision for the delivery on april 10 and the payment on april 20. (a) delivered (p) to (b) on april 10. but (b) did not pay even after april 20, sell (p) to (c) who did not know the sale which (a) and (b) entered into and deliverd (p) to (c). in such case, (a) may cancell the sale and claim the delivery of (p) against (c), if (b) did not pay after (a) demanded the payment.<sent-2>",0
"<sent-1> article 533
a party to a bilateral contract may refuse to perform that party's own obligation until the other party tenders the performance of that other party's obligation (including the performance of an obligation to compensate for loss or damage in lieu of the performance of an obligation);provided, however, that this does not apply if the obligation of the other party is not yet due.<sent-1> <sent-2> (a) and (b) agreed that (a) sell the used bicycle which (a) owned (hereinafter referred to as p) to (b) on april 1 with the provision for the delivery on april 10 and the payment on april 20. (b) claimed the delivery of (p) against (a) without the tender of the payment on april 21 because (a) had not delivered (p) to (b) on april 20. in such case, (a) may refuse the claim of the delivery based on rights of defense of simultaneous performance.<sent-2>",1
"<sent-1> article 533
a party to a bilateral contract may refuse to perform that party's own obligation until the other party tenders the performance of that other party's obligation (including the performance of an obligation to compensate for loss or damage in lieu of the performance of an obligation);provided, however, that this does not apply if the obligation of the other party is not yet due.
article 575
(1) if the subject matter of a sale which has not yet been delivered bears fruits, the fruits vest in the seller.
(2) the buyer bears the obligation to pay interest on the price beginning from the day of delivery;provided, however, that if a due date is provided for the payment of the price, it is not necessary to pay the interest until that due date arrives.<sent-1> <sent-2> (a) and (b) agreed that (a) sell the used bicycle which (a) owned (hereinafter referred to as p) to (b) on april 1 with the provision for the delivery on april 10 and the payment on april 20. (a) delivered (p) to (b) on april 25, but (b) did not pay for (a). in such case, (a) may demand the cost of (p) and interest on the purchase which (b) assumes an obligation to pay from april 21.<sent-2>",0
"<sent-1> article 601
a lease becomes effective if one of the parties promises to make a certain thing available for the other party to use and make profit, and the other party promises to pay rent for the leased thing and return the delivered thing when the contract is terminated.<sent-1> <sent-2> a lease becomes effective only when in writing.<sent-2>",0
"<sent-1> article 604
(1) the duration of a lease may not exceed 50 years. even if the contract prescribes a longer term, that term is considered to be 50 years.
(2) the duration of a lease may be renewed;provided, however, that the term may not exceed 50 years from the time of the renewal.<sent-1> <sent-2> the duration of a lease may not exceed twenty years.<sent-2>",1
"<sent-1> article 618
even if the parties specify the term of a lease, the provisions of the preceding article apply mutatis mutandis if one party reserves, or both parties reserve, the right to terminate during that period.
article 617
(1) if the parties do not specify the term of a lease, either party may give a notice of termination at any time. in such cases, a lease as set forth in one of the following items terminates when the term prescribed in that item has passed after the day of the notice of termination:
(i) leases of land: one year;
(ii) leases of buildings: three months; and
(iii) leases of movables and party room: one day.
(2) with respect to leases of land with harvest seasons, the notice of termination must be given after the end of that season and before the next start of cultivation.<sent-1> <sent-2> even if the parties specify the term of a lease, the lessor may request to terminate it at any time if he/she reserves the right to terminate during that period.<sent-2>",1
"<sent-1> article 619
(1) if a lessee continues to make use or take the profits of the thing after the expiration of the term of the lease and a lessor that knows of the same raises no objection, it is presumed that a further lease is entered into under conditions identical to those of the previous lease. in such cases, each party may give a notice of termination pursuant to the provisions of article 617.
(2) if one of the parties has provided security for the previous lease, the security is extinguished upon expiration of the term;provided, however, that this does not apply to a security deposit prescribed in article 622-2, paragraph (1).<sent-1> <sent-2> in cases where a lessee continues to make use of the land after the expiration of the term of the lease, if a lessor who knows of the same raises no objection, it shall be presumed that a further lease is entered into under conditions identical to those of the previous lease.<sent-2>",1
"<sent-1> article 617
(1) if the parties do not specify the term of a lease, either party may give a notice of termination at any time. in such cases, a lease as set forth in one of the following items terminates when the term prescribed in that item has passed after the day of the notice of termination:
(i) leases of land: one year;
(ii) leases of buildings: three months; and
(iii) leases of movables and party room: one day.
(2) with respect to leases of land with harvest seasons, the notice of termination must be given after the end of that season and before the next start of cultivation.<sent-1> <sent-2> in cases where the parties do not specify the term of a lease, if either party requests to terminate it, it shall be cancelled at the time of the arrival of the notice of termination to the other party.<sent-2>",0
"<sent-1> article 559
the provisions of this section apply mutatis mutandis to contracts for value other than contracts for sale;provided, however, that this does not apply when it is not permitted by the nature of the contract for value.
article 562
(1) if the subject matter delivered to the buyer does not conform to the terms of the contract with respect to the kind, quality or quantity, the buyer may demand that the seller cure the non-conformity of performance by repairing the subject matter, delivering the substitute or delivering the replenishment;provided, however, that the seller may cure the non-conformity of performance by a method that is different from the method demanded by the buyer if it does not impose any undue burden on the buyer.
(2) if the non-conformity referred to in the preceding paragraph is due to grounds attributable to the buyer, the buyer may not demand that the seller cure the non-conformity of performance under the provisions of that paragraph.<sent-1> <sent-2> if there is no significant defect in the subject matter of work and excessive costs would be required for the repair, the party ordering the work may not demand that the contractor repair the defect.<sent-2>",1
"<sent-1> article 415
(1) if an obligor fails to perform consistent with the purpose of the obligation or the performance of an obligation is impossible, the obligee may claim compensation for loss or damage arising from the failure;provided, however, that this does not apply if the failure to perform the obligation is due to grounds not attributable to the obligor in light of the contract or other sources of obligation and the common sense in the transaction.
(2) if the obligee is entitled to claim compensation for loss or damage pursuant to the provisions of the preceding paragraph, and any of the following cases applies, the obligee may claim compensation for loss or damage in lieu of the performance of the obligation:
(i) the performance of the obligation is impossible;
(ii) the obligor manifests the intention to refuse to perform the obligation; or
(iii) the obligation has arisen from a contract, and the contract is cancelled or the obligee acquires the right to cancel the contract on the ground of the obligor's failure to perform the obligation.<sent-1> <sent-2> even if there is a defect in the subject matter of work and the party ordering the work may demand that the contractor repair it, the party ordering the work may demand compensation for damages in lieu of the repair of the defect.<sent-2>",1
"<sent-1> article 636
if the contractor delivers to the party ordering work of a content the subject matter of work that does not conform to the terms of the contract with respect to the kind or quality (in the case of the subject matter of work that is not required to be delivered, if the subject matter of work does not conform to the terms of the contract with respect to the kind or quality when the work is finished), the party ordering work may not demand cure of the non-conformity of performance, demand a reduction of the remuneration, claim compensation for loss or damage, or cancel the contract, on the grounds of the non-conformity caused by the nature of the materials that the party ordering work has provided or any instructions that the relevant party has given;provided, however, that this does not apply if the contractor knew that the materials or instructions were inappropriate but did not notify the ordering party of this.<sent-1> <sent-2> in cases where the defect in the subject matter of the work arises due to the instructions given by the party ordering the work, even if the contractor knew that the instructions were inappropriate but did not disclose the same, he/she does not have an warranty against defects.<sent-2>",0
"<sent-1> article 637
(1) in the case prescribed in the main clause of the preceding article, if the party ordering work fails to notify the contractor of the non-conformity to the terms of the contract within one year from the time when the party becomes aware of it, the party ordering work may not demand cure of the non-conformity of performance, demand a reduction of the remuneration, claim compensation for loss or damage, or cancel the contract.
(2) the provisions of the preceding paragraph do not apply if the contractor knew or did not know due to gross negligence the non-conformity referred to in that paragraph at the time when the contractor delivers the subject matter of work (in the case of the subject matter of work that is not required to be delivered, when the work is finished).<sent-1> <sent-2> when one of the parties contracts to build, the demand for repair by the other must be made within one year from the time of the completion of work.<sent-2>",0
"<sent-1> article 559
the provisions of this section apply mutatis mutandis to contracts for value other than contracts for sale;provided, however, that this does not apply when it is not permitted by the nature of the contract for value.
article 572
even if the seller makes a special agreement to the effect that the seller does not warrant in the case prescribed in the main clause of article 562, paragraph (1) or article 565, the seller may not be released from that responsibility with respect to any fact that the seller knew but did not disclose, and with respect to any right that the seller personally created for or assigned to a third party.<sent-1> <sent-2> even if the contractor agrees to a special agreement to the effect that the contractor will not be liable for the warranty against defects, the contractor may not be released from the contractor's liability with respect to facts the contractor knew and did not disclose.<sent-2>",1
"<sent-1> article 717
(1) if a defect in the installation or preservation of a structure on land causes damage to another person, the possessor of that structure is liable to the person incurring damage to compensate for the damage;provided, however, that if the possessor has exercised the necessary care to prevent the damage, the owner must compensate for the damage.
(2) the provisions of the preceding paragraph apply mutatis mutandis if there is a defect in the planting or supporting of bamboo or trees.
(3) in the cases referred to in the preceding two paragraphs, if there is another person that is liable for the cause of the damage, the possessor or owner may exercise their right to reimbursement against that person.<sent-1> <sent-2> if any defect in the installation or preservation of any structure on land caused damages to others and a as the possessor of such structure shall be liable to the victims to compensate for those damages, when a compensated for those damages, a may have a right to remedy over against b who shall be liable for the damages.<sent-2>",1
"<sent-1> article 717
(1) if a defect in the installation or preservation of a structure on land causes damage to another person, the possessor of that structure is liable to the person incurring damage to compensate for the damage;provided, however, that if the possessor has exercised the necessary care to prevent the damage, the owner must compensate for the damage.
(2) the provisions of the preceding paragraph apply mutatis mutandis if there is a defect in the planting or supporting of bamboo or trees.
(3) in the cases referred to in the preceding two paragraphs, if there is another person that is liable for the cause of the damage, the possessor or owner may exercise their right to reimbursement against that person.<sent-1> <sent-2> even if any defect in the planting or support of a's trees caused damages to b, if a managed them with reasonable care, a shall not be liable to compensate for the damages.<sent-2>",0
"<sent-1> article 717
(1) if a defect in the installation or preservation of a structure on land causes damage to another person, the possessor of that structure is liable to the person incurring damage to compensate for the damage;provided, however, that if the possessor has exercised the necessary care to prevent the damage, the owner must compensate for the damage.
(2) the provisions of the preceding paragraph apply mutatis mutandis if there is a defect in the planting or supporting of bamboo or trees.
(3) in the cases referred to in the preceding two paragraphs, if there is another person that is liable for the cause of the damage, the possessor or owner may exercise their right to reimbursement against that person.<sent-1> <sent-2> if any defect in the installation or preservation of x building that a owns caused damages to b, even if the defect had arisen when the previous owner had owned x building, a as the possessor of x building shall be liable to compensate for those damages to b.<sent-2>",1
"<sent-1> article 717
(1) if a defect in the installation or preservation of a structure on land causes damage to another person, the possessor of that structure is liable to the person incurring damage to compensate for the damage;provided, however, that if the possessor has exercised the necessary care to prevent the damage, the owner must compensate for the damage.
(2) the provisions of the preceding paragraph apply mutatis mutandis if there is a defect in the planting or supporting of bamboo or trees.
(3) in the cases referred to in the preceding two paragraphs, if there is another person that is liable for the cause of the damage, the possessor or owner may exercise their right to reimbursement against that person.
article 181
possessory rights may be acquired through an agent.<sent-1> <sent-2> if a leased and transfered x building that a owns to b , b subleased and transfered it to c, b as the possessor shall not be liable to the third party to compensate for damages which any defect in the installation or preservation of x building caused.<sent-2>",0
"<sent-1> article 717
(1) if a defect in the installation or preservation of a structure on land causes damage to another person, the possessor of that structure is liable to the person incurring damage to compensate for the damage;provided, however, that if the possessor has exercised the necessary care to prevent the damage, the owner must compensate for the damage.
(2) the provisions of the preceding paragraph apply mutatis mutandis if there is a defect in the planting or supporting of bamboo or trees.
(3) in the cases referred to in the preceding two paragraphs, if there is another person that is liable for the cause of the damage, the possessor or owner may exercise their right to reimbursement against that person.<sent-1> <sent-2> in cases where any defect in the installation or preservation of any structure on land caused damages to a,if b who possesses such structure shall be liable to compensate for those damages, the owner must compensate for the damages too when b has no financial resources.<sent-2>",0
"<sent-1> article 159
with respect to rights which the husband or wife has vis-a-vis the other spouse, the prescription period does not expire until six months have passed from the time of the dissolution of their marriage.<sent-1> <sent-2> with respect to any right which either husband or wife has vis-a-vis the other spouse, the prescription shall not be completed during marriage.<sent-2>",1
"<sent-1> article 111
(1) the authority to represent ceases to exist upon:
(i) death of the principal; and
(ii) death of the agent, or being given an order commencing bankruptcy proceeding or a decision for commencement of guardianship against the agent.
(2) the authority to represent by mandate ceases to exist, other than on the grounds set forth in the respective items of the preceding paragraph, upon the termination of the mandate.<sent-1> <sent-2> the authority of agency shall not be terminated upon the death of the principal.<sent-2>",0
"<sent-1> article 663
(1) if the parties have not specified the timing of the return of the bailed thing, the bailee may return the same at any time.
(2) if the timing of the return is specified, the bailee may not return the deposited thing prior to the due date unless there is a compelling reason to do so.<sent-1> <sent-2> when the depositor died, if the timing of the return is specified, the depositary may return the deposited goods prior to the due date.<sent-2>",0
"<sent-1> article 597
(1) if the parties specify a period of a loan for use, the loan for use is terminated upon the expiration of the period.
(2) if the parties do not specify a period of a loan for use, but they specify the purpose of using and making profit from the borrowed thing, the loan for use is terminated when the borrower finishes using and making profit from the thing in line with the purpose.
(3) a loan for use is terminated upon the death of the borrower.<sent-1> <sent-2> loans for use shall not lose its effect on the death of the lender.<sent-2>",1
"<sent-1> article 679
beyond the cases referred to in the preceding article, partners withdraw on the following grounds:
(i) the partner dies;
(ii) the partner is subject to an order commencing bankruptcy proceeding;
(iii) the partner is subject to a decision for the commencement of guardianship;
(iv) the partner has been expelled.<sent-1> <sent-2> partners shall withdraw if the partner dies.<sent-2>",1
"<sent-1> article 400
if the subject matter of a claim is the delivery of a specific thing, the obligor must retain the thing with the due care of a prudent manager, which is determined in light of the contract or other sources of claims and the common sense in the transaction, until the delivery.
article 413
(1) if the obligee refuses, or is unable, to accept the tender of the performance of an obligation, and the subject matter of the obligation is the delivery of a specific thing, it is sufficient for the obligor to retain the thing by exercising care identical to that the obligor exercises for the obligor's own property, during the period from the time of the tender of the performance until the delivery of the thing.
(2) if the obligee's refusal or inability to accept the performance of an obligation results in increasing the expenses for the performance, the amount of increase is borne by the obligee.<sent-1> <sent-2> in cases where the subject of a claim is the delivery of any specified things, the obligor must take custody of such property with due care of a prudent manager until the completion of such delivery, even if the obligee refuses, or is unable, to accept the tender of the performance of any obligation.<sent-2>",0
"<sent-1> article 400
if the subject matter of a claim is the delivery of a specific thing, the obligor must retain the thing with the due care of a prudent manager, which is determined in light of the contract or other sources of claims and the common sense in the transaction, until the delivery.<sent-1> <sent-2> the obligation for the preservation which the obligor contracts with the obligee until the delivery of the specific thing can be reduced with a special contract.<sent-2>",1
"<sent-1> article 400
if the subject matter of a claim is the delivery of a specific thing, the obligor must retain the thing with the due care of a prudent manager, which is determined in light of the contract or other sources of claims and the common sense in the transaction, until the delivery.<sent-1> <sent-2> a donor shall assume a duty to retain the subject matter exercising care identical to that he/she exercises for his/her own property until the completion of such delivery.<sent-2>",0
"<sent-1> article 3
(1) the enjoyment of private rights commences at birth.
(2) unless otherwise prohibited by applicable laws, regulations, or treaties, foreign nationals enjoy private rights.<sent-1> <sent-2> an unborn child may not be given a gift on the donor's death.<sent-2>",1
"<sent-1> article 34
an not-for-profit association or foundation that is involved in academic activities, art, charity, worship, religion, or any other matter of public interest may be established as a juridical person with the permission of the competent government agency.<sent-1> <sent-2> a juridical person may not be a partner of a civil law union.<sent-2>",0
"<sent-1> article 34
an not-for-profit association or foundation that is involved in academic activities, art, charity, worship, religion, or any other matter of public interest may be established as a juridical person with the permission of the competent government agency.<sent-1> <sent-2> a juridical person may not be entitled to demand damages other than property damages.<sent-2>",0
"<sent-1> article 101
(1) if the validity of a manifestation of intention that an agent has made to the other party is to be influenced by the absence of intention; by mistake, fraud, or duress; or by the knowledge of or negligence in not knowing of a particular circumstance; whether or not any such fact was present is decided as it concerns the agent.
(2) if the validity of a manifestation of intention that the other party has made to the agent is to be influenced by the recipient's knowledge of or negligence in not knowing of a particular circumstance, whether or not any such fact was present is decided as it concerns the agent.
(3) if an agent who has been entrusted with performing a specific juridical act performs that act, the principal may not assert that the agent did not know of any particular circumstance of which the principal knew. the same applies to any circumstance of which the principal did not know due to the principal's own negligence.<sent-1> <sent-2> in cases an agent is entrusted to perform any specific juristic act, if the agent performs such act in accordance with the instructions of the principal, the principal may not assert that the agent did not know a particular circumstance without negligence which the principal did not know due to his/her negligence.<sent-2>",1
"<sent-1> article 103
an agent who has no specifically defined authority has the authority to perform the following acts only:
(i) acts of preservation; and
(ii) acts with the purpose of using or improving a thing or right that is the subject matter of the agency, to the extent that this does not change the nature of that thing or right.<sent-1> <sent-2> an agent who has no specified authority shall have the authority only to do the acts of preservation.<sent-2>",0
"<sent-1> article 94
(1) a false manifestation of intention that a person makes in collusion with another person is void.
(2) the nullity of a manifestation of intention under the provisions of the preceding paragraph may not be duly asserted against a third party in good faith.
article 101
(1) if the validity of a manifestation of intention that an agent has made to the other party is to be influenced by the absence of intention; by mistake, fraud, or duress; or by the knowledge of or negligence in not knowing of a particular circumstance; whether or not any such fact was present is decided as it concerns the agent.
(2) if the validity of a manifestation of intention that the other party has made to the agent is to be influenced by the recipient's knowledge of or negligence in not knowing of a particular circumstance, whether or not any such fact was present is decided as it concerns the agent.
(3) if an agent who has been entrusted with performing a specific juridical act performs that act, the principal may not assert that the agent did not know of any particular circumstance of which the principal knew. the same applies to any circumstance of which the principal did not know due to the principal's own negligence.<sent-1> <sent-2> in cases an agent makes a false manifestation of intention on sales contract in collusion with the counterparty, the counterparty may assert the invalidity of the contract regardless of whether the principal knew the false manifestation of intention.<sent-2>",1
"<sent-1> article 111
(1) the authority to represent ceases to exist upon:
(i) death of the principal; and
(ii) death of the agent, or being given an order commencing bankruptcy proceeding or a decision for commencement of guardianship against the agent.
(2) the authority to represent by mandate ceases to exist, other than on the grounds set forth in the respective items of the preceding paragraph, upon the termination of the mandate.<sent-1> <sent-2> the authority of an agency shall be terminated upon ruling for commencement of curatorship against the agent.<sent-2>",0
"<sent-1> article 102
an act that a person with qualified legal capacity performs as an agent of another person may not be rescinded on the grounds of qualified legal capacity;provided, however, that this does not apply to an act performed by a person with qualified legal capacity as a legal representative of another person with qualified legal capacity.<sent-1> <sent-2> a contract may not be rescinded by the principal after it is performed by an agent with a counterparty even if it turns out that the agent was a person with limited capacity.<sent-2>",1
"<sent-1> article 113
(1) a contract concluded by a person who acts as the agent of another person but has no authority to represent does not bind the principal unless the principal ratifies it.
(2) the ratification or refusal to ratify may not be duly asserted against the counterparty unless it is made to that counterparty;provided, however, that this does not apply if the counterparty has come to know the ratification or refusal to ratify.<sent-1> <sent-2> after a principal refuses to ratify an act performed by a person without any authority of an agency, even the principal cannot make it effective by ratification.<sent-2>",1
"<sent-1> article 115
a counterparty may rescind a contract that a person without the authority to represent has concluded until the principal ratifies it;provided, however, that this does not apply if the counterparty knew at the time of the conclusion of the contract that the agent had no authority to represent.<sent-1> <sent-2> even after a principal ratifies a contract concluded by a person without any authority of an agency, the counterparty who did not know that the agent was without any authority at that time may rescind the contract.<sent-2>",0
"<sent-1> article 116
ratification is retroactive to the time of the conclusion of the contract unless a particular intention is manifested;provided, however, that this may not prejudice the rights of a third party.<sent-1> <sent-2> if a proxy act of a person who has parental authority is the act of conflicting interests, the principal can approve it after he/she attained the age of majority.<sent-2>",1
"<sent-1> article 169
(1) the period of prescription of a right determined by a final and binding judgment or anything that has the same effect as a final and binding judgment is 10 years even if a period of prescription shorter than 10 years is provided for.
(2) the provisions of the preceding paragraph do not apply to a claim which is not yet due and payable at the time when it is determined.<sent-1> <sent-2> the period of prescription of a right to demand compensation for damages in tort established in an unappealable judgment shall be ten years.<sent-2>",1
